confidence	arg1	rel	arg2	enabler	attribution	text	pattern	dependencies
1.0	USG Corp	will lease	the 19 - story facility until it moves to a new quarters in 1992			USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .		
1.0	the group	breach	the agreement			Under a merger agreement reached Sept. 14 , the UAL board agreed to reimburse certain of the buy - out group 's expenses out of company funds even if the transaction was n't completed , provided the group did n't breach the agreement .		
1.0	a merger agreement	reached	Sept. 14			Under a merger agreement reached Sept. 14 , the UAL board agreed to reimburse certain of the buy - out group 's expenses out of company funds even if the transaction was n't completed , provided the group did n't breach the agreement .		
1.0	the UAL board	agreed	a merger agreement reached Sept. 14 , the UAL board agreed to reimburse certain of the buy - out group 's expenses out of company funds even if the transaction was n't completed			Under a merger agreement reached Sept. 14 , the UAL board agreed to reimburse certain of the buy - out group 's expenses out of company funds even if the transaction was n't completed , provided the group did n't breach the agreement .		
1.0	the group	breach	the agreement			Under a merger agreement reached Sept. 14 , the UAL board agreed to reimburse certain of the buy - out group 's expenses out of company funds even if the transaction was n't completed , provided the group did n't breach the agreement .		
1.0	the bids	based	on these discount offers			Under the debt - equity program , potential investors will submit sealed bids on the percentage of discount they are willing to purchase the debt at , and the bids will be allocated based on these discount offers .		
1.0	potential investors	purchase	the debt			Under the debt - equity program , potential investors will submit sealed bids on the percentage of discount they are willing to purchase the debt at , and the bids will be allocated based on these discount offers .		
1.0	potential investors	will submit	sealed bids on the percentage of discount they are willing to purchase the debt at			Under the debt - equity program , potential investors will submit sealed bids on the percentage of discount they are willing to purchase the debt at , and the bids will be allocated based on these discount offers .		
1.0	the bids	allocated	based on these discount offers			Under the debt - equity program , potential investors will submit sealed bids on the percentage of discount they are willing to purchase the debt at , and the bids will be allocated based on these discount offers .		
1.0	the Communist Party newspaper	reached	Unemployment has reached 27.6 % in Azerbaijan , 25.7 % in Tadzhikistan , 22.8 % in Uzbekistan , 18.8 % in Turkmenia , 18 % in Armenia and 16.3 % in Kirgizia			Unemployment has reached 27.6 % in Azerbaijan , 25.7 % in Tadzhikistan , 22.8 % in Uzbekistan , 18.8 % in Turkmenia , 18 % in Armenia and 16.3 % in Kirgizia , the Communist Party newspaper said .		
1.0	the Communist Party newspaper	said	in Azerbaijan , 25.7 % in Tadzhikistan , 22.8 % in Uzbekistan , 18.8 % in Turkmenia , 18 % in Armenia and 16.3 % in Kirgizia			Unemployment has reached 27.6 % in Azerbaijan , 25.7 % in Tadzhikistan , 22.8 % in Uzbekistan , 18.8 % in Turkmenia , 18 % in Armenia and 16.3 % in Kirgizia , the Communist Party newspaper said .		
1.0	Vernon E. Jordan	elected	to the board of this transportation services concern			Vernon E. Jordan was elected to the board of this transportation services concern .		
1.0	Warner Communications Inc	filed	a $ 1 billion breach - of - contract suit against Sony and the two producers			Warner Communications Inc. , which is being acquired by Time Warner , has filed a $ 1 billion breach - of - contract suit against Sony and the two producers .		
1.0	Warner Communications Inc	acquired	Time Warner			Warner Communications Inc. , which is being acquired by Time Warner , has filed a $ 1 billion breach - of - contract suit against Sony and the two producers .		
1.0	Peters	requires	make movies exclusively at the Warner Bros. studio			Warner has a five - year exclusive contract with Mr. Guber and Mr. Peters that requires them to make movies exclusively at the Warner Bros. studio .		
1.0	the chain 's national advertising fund , which is financed by the franchisees	financed	chain 's national advertising fund , which is financed by the			While the campaign was Mr. Gibbons 's idea , however , he wo n't be paying for it : The donations will come out of the chain 's national advertising fund , which is financed by the franchisees .		
1.0	The donations	will come	of the chain 's national advertising fund			While the campaign was Mr. Gibbons 's idea , however , he wo n't be paying for it : The donations will come out of the chain 's national advertising fund , which is financed by the franchisees .		
1.0	companies such as Honda Motor Co. , Toyota Motor Corp. and Nissan Motor Co	running so - called	so - called transplant auto operations			With companies such as Honda Motor Co. , Toyota Motor Corp. and Nissan Motor Co. running so - called transplant auto operations , Japanese auto production in the U.S. will reach one million vehicles this year .		
1.0	Japanese auto production in the U.S	reach	one million vehicles this year			With companies such as Honda Motor Co. , Toyota Motor Corp. and Nissan Motor Co. running so - called transplant auto operations , Japanese auto production in the U.S. will reach one million vehicles this year .		
1.0	a lot of garages , basements and attics	populated	in the past five years			With more than 15 million exercise bikes sold in the past five years , he adds , `` a lot of garages , basements and attics must be populated with them . ''		
1.0	Zell 's Itel	owning	close to 40 % of Santa Fe 's stock			With real estate experts Olympia & York and Samuel Zell 's Itel owning close to 40 % of Santa Fe 's stock , management was under pressure -- in a favored phrase of Wall Street -- to quickly `` maximize values . ''		
1.0	viewers	pledged	Within two hours , viewers pledged over $ 400,000			Within two hours , viewers pledged over $ 400,000 , according to a Red Cross executive .		
1.0	viewers pledged over $ 400,000	according	Within two hours , viewers pledged over $ 400,000 , according to a Red Cross executive			Within two hours , viewers pledged over $ 400,000 , according to a Red Cross executive .		
1.0	Workers at two Chilean mines , Los Bronces and El Soldado	will vote	Thursday on whether to strike after a two - year labor pact ends today			Workers at two Chilean mines , Los Bronces and El Soldado , which belong to the Exxon - owned Minera Disputado group , will vote Thursday on whether to strike after a two - year labor pact ends today .		
